,ranking,band_singer,song,songurl,titletext,url,year,0
1228,29,Lauren Bennett,Party Rock Anthem,/wiki/Party_Rock_Anthem,Party Rock Anthem,/wiki/Lauren_Bennett,2012,29
1228,29,GoonRock,Party Rock Anthem,/wiki/Party_Rock_Anthem,Party Rock Anthem,/wiki/GoonRock,2012,29
1229,30,Alex Clare,Too Close,/wiki/Too_Close_(Alex_Clare_song),Too Close,/wiki/Alex_Clare,2012,30
1230,31,Katy Perry,Part of Me,/wiki/Part_of_Me_(Katy_Perry_song),Part of Me,/wiki/Katy_Perry,2012,31
1231,32,Snoop Dogg,"Young, Wild & Free","/wiki/Young,_Wild_%26_Free","Young, Wild & Free",/wiki/Snoop_Dogg,2012,32
1231,32,Wiz Khalifa,"Young, Wild & Free","/wiki/Young,_Wild_%26_Free","Young, Wild & Free",/wiki/Wiz_Khalifa,2012,32
1231,32,Bruno Mars,"Young, Wild & Free","/wiki/Young,_Wild_%26_Free","Young, Wild & Free",/wiki/Bruno_Mars,2012,32
1232,33,Taylor Swift,We Are Never Ever Getting Back Together,/wiki/We_Are_Never_Ever_Getting_Back_Together,We Are Never Ever Getting Back Together,/wiki/Taylor_Swift,2012,33
1233,34,Justin Bieber,As Long as You Love Me,/wiki/As_Long_as_You_Love_Me_(Justin_Bieber_song),As Long as You Love Me,/wiki/Justin_Bieber,2012,34
1233,34,Big Sean,As Long as You Love Me,/wiki/As_Long_as_You_Love_Me_(Justin_Bieber_song),As Long as You Love Me,/wiki/Big_Sean,2012,34
1234,35,David Guetta,Turn Me On,/wiki/Turn_Me_On_(David_Guetta_song),Turn Me On,/wiki/David_Guetta,2012,35
1234,35,Nicki Minaj,Turn Me On,/wiki/Turn_Me_On_(David_Guetta_song),Turn Me On,/wiki/Nicki_Minaj,2012,35
1235,36,Maroon 5,Moves like Jagger,/wiki/Moves_like_Jagger,Moves like Jagger,/wiki/Maroon_5,2012,36
1235,36,Christina Aguilera,Moves like Jagger,/wiki/Moves_like_Jagger,Moves like Jagger,/wiki/Christina_Aguilera,2012,36
1236,37,Pink,Blow Me (One Last Kiss),/wiki/Blow_Me_(One_Last_Kiss),Blow Me (One Last Kiss),/wiki/Pink_(singer),2012,37
1237,38,Owl City,Good Time,/wiki/Good_Time_(Owl_City_and_Carly_Rae_Jepsen_song),Good Time,/wiki/Owl_City,2012,38
1237,38,Carly Rae Jepsen,Good Time,/wiki/Good_Time_(Owl_City_and_Carly_Rae_Jepsen_song),Good Time,/wiki/Carly_Rae_Jepsen,2012,38
1238,39,Demi Lovato,Give Your Heart a Break,/wiki/Give_Your_Heart_a_Break,Give Your Heart a Break,/wiki/Demi_Lovato,2012,39
1239,40,Jay-Z,Niggas in Paris,/wiki/Niggas_in_Paris,Niggas in Paris,/wiki/Jay-Z,2012,40
1239,40,Kanye West,Niggas in Paris,/wiki/Niggas_in_Paris,Niggas in Paris,/wiki/Kanye_West,2012,40
1240,41,Katy Perry,The One That Got Away,/wiki/The_One_That_Got_Away_(Katy_Perry_song),The One That Got Away,/wiki/Katy_Perry,2012,41
1241,42,Calvin Harris,Feel So Close,/wiki/Feel_So_Close,Feel So Close,/wiki/Calvin_Harris,2012,42
1242,43,Adele,Someone like You,/wiki/Someone_like_You_(Adele_song),Someone like You,/wiki/Adele,2012,43
1243,44,Usher,Scream,/wiki/Scream_(Usher_song),Scream,/wiki/Usher_(musician),2012,44
1244,45,Tyga,Rack City,/wiki/Rack_City,Rack City,/wiki/Tyga,2012,45
1245,46,Jessie J,Domino,/wiki/Domino_(Jessie_J_song),Domino,/wiki/Jessie_J,2012,46
1246,47,Psy,Gangnam Style,/wiki/Gangnam_Style,Gangnam Style,/wiki/Psy,2012,47
1247,48,Pitbull,International Love,/wiki/International_Love,International Love,/wiki/Pitbull_(rapper),2012,48
1247,48,Chris Brown,International Love,/wiki/International_Love,International Love,/wiki/Chris_Brown,2012,48
1248,49,Phillip Phillips,Home,/wiki/Home_(Phillip_Phillips_song),Home,/wiki/Phillip_Phillips,2012,49
1249,50,David Guetta,Without You,/wiki/Without_You_(David_Guetta_song),Without You,/wiki/David_Guetta,2012,50
1249,50,Usher,Without You,/wiki/Without_You_(David_Guetta_song),Without You,/wiki/Usher_(musician),2012,50
1250,51,Gym Class Heroes,Ass Back Home,/wiki/Ass_Back_Home,Ass Back Home,/wiki/Gym_Class_Heroes,2012,51
1250,51,Neon Hitch,Ass Back Home,/wiki/Ass_Back_Home,Ass Back Home,/wiki/Neon_Hitch,2012,51
1251,52,Hunter Hayes,Wanted,/wiki/Wanted_(Hunter_Hayes_song),Wanted,/wiki/Hunter_Hayes,2012,52
1252,53,Luke Bryan,Drunk on You,/wiki/Drunk_on_You,Drunk on You,/wiki/Luke_Bryan,2012,53
1253,54,2 Chainz,No Lie,/wiki/No_Lie_(2_Chainz_song),No Lie,/wiki/2_Chainz,2012,54
1253,54,Drake,No Lie,/wiki/No_Lie_(2_Chainz_song),No Lie,/wiki/Drake_(musician),2012,54
1254,55,Cher Lloyd,Want U Back,/wiki/Want_U_Back,Want U Back,/wiki/Cher_Lloyd,2012,55
1255,56,Chris Brown,Don't Wake Me Up,/wiki/Don%27t_Wake_Me_Up_(song),Don't Wake Me Up,/wiki/Chris_Brown,2012,56
1256,57,Big Sean,Dance (A$$),/wiki/Dance_(A$$),Dance (A$$),/wiki/Big_Sean,2012,57
1256,57,Nicki Minaj,Dance (A$$),/wiki/Dance_(A$$),Dance (A$$),/wiki/Nicki_Minaj,2012,57
1257,58,Eric Church,Springsteen,/wiki/Springsteen_(song),Springsteen,/wiki/Eric_Church,2012,58
1258,59,Karmin,Brokenhearted,/wiki/Brokenhearted_(Karmin_song),Brokenhearted,/wiki/Karmin,2012,59
1259,60,Gavin DeGraw,Not Over You,/wiki/Not_Over_You,Not Over You,/wiki/Gavin_DeGraw,2012,60
1260,61,Gym Class Heroes,Stereo Hearts,/wiki/Stereo_Hearts,Stereo Hearts,/wiki/Gym_Class_Heroes,2012,61
1260,61,Adam Levine,Stereo Hearts,/wiki/Stereo_Hearts,Stereo Hearts,/wiki/Adam_Levine,2012,61
1261,62,Pitbull,Back in Time,/wiki/Back_in_Time_(Pitbull_song),Back in Time,/wiki/Pitbull_(rapper),2012,62
1262,63,J. Cole,Work Out,/wiki/Work_Out_(song),Work Out,/wiki/J._Cole,2012,63
1263,64,Adele,Rumour Has It,/wiki/Rumour_Has_It_(Adele_song),Rumour Has It,/wiki/Adele,2012,64
1264,65,Calvin Harris,Let's Go,/wiki/Let%27s_Go_(Calvin_Harris_song),Let's Go,/wiki/Calvin_Harris,2012,65
1264,65,Ne-Yo,Let's Go,/wiki/Let%27s_Go_(Calvin_Harris_song),Let's Go,/wiki/Ne-Yo,2012,65
1265,66,Carrie Underwood,Good Girl,/wiki/Good_Girl_(Carrie_Underwood_song),Good Girl,/wiki/Carrie_Underwood,2012,66
1266,67,Little Big Town,Pontoon,/wiki/Pontoon_(song),Pontoon,/wiki/Little_Big_Town,2012,67
1267,68,The Lumineers,Ho Hey,/wiki/Ho_Hey,Ho Hey,/wiki/The_Lumineers,2012,68
1268,69,Coldplay,Paradise,/wiki/Paradise_(Coldplay_song),Paradise,/wiki/Coldplay,2012,69
1269,70,Carrie Underwood,Blown Away,/wiki/Blown_Away_(Carrie_Underwood_song),Blown Away,/wiki/Carrie_Underwood,2012,70
1270,71,Adele,Rolling in the Deep,/wiki/Rolling_in_the_Deep,Rolling in the Deep,/wiki/Adele,2012,71
1271,72,Usher,Climax,/wiki/Climax_(Usher_song),Climax,/wiki/Usher_(musician),2012,72
1272,73,Wiz Khalifa,"Work Hard, Play Hard","/wiki/Work_Hard,_Play_Hard","Work Hard, Play Hard",/wiki/Wiz_Khalifa,2012,73
1273,74,Ne-Yo,Let Me Love You (Until You Learn to Love Yourself),/wiki/Let_Me_Love_You_(Until_You_Learn_to_Love_Yourself),Let Me Love You (Until You Learn to Love Yourself),/wiki/Ne-Yo,2012,74
1274,75,Nicki Minaj,Pound the Alarm,/wiki/Pound_the_Alarm,Pound the Alarm,/wiki/Nicki_Minaj,2012,75
1275,76,Kenny Chesney,Come Over,/wiki/Come_Over_(Kenny_Chesney_song),Come Over,/wiki/Kenny_Chesney,2012,76
1276,77,Trey Songz,Heart Attack,/wiki/Heart_Attack_(Trey_Songz_song),Heart Attack,/wiki/Trey_Songz,2012,77
1277,78,Kirko Bangz,Drank in My Cup,/wiki/Drank_in_My_Cup,Drank in My Cup,/wiki/Kirko_Bangz,2012,78
1278,79,Rihanna,Birthday Cake,/wiki/Birthday_Cake_(song),Birthday Cake,/wiki/Rihanna,2012,79
1278,79,Chris Brown,Birthday Cake,/wiki/Birthday_Cake_(song),Birthday Cake,/wiki/Chris_Brown,2012,79
1279,80,B.o.B,So Good,/wiki/So_Good_(B.o.B_song),So Good,/wiki/B.o.B,2012,80
1280,81,Train,50 Ways to Say Goodbye,/wiki/50_Ways_to_Say_Goodbye,50 Ways to Say Goodbye,/wiki/Train_(band),2012,81
1281,82,Toby Keith,Red Solo Cup,/wiki/Red_Solo_Cup,Red Solo Cup,/wiki/Toby_Keith,2012,82
1282,83,Selena Gomez & the Scene,Love You like a Love Song,/wiki/Love_You_like_a_Love_Song,Love You like a Love Song,/wiki/Selena_Gomez_%26_the_Scene,2012,83
1283,84,Chris Brown,Turn Up the Music,/wiki/Turn_Up_the_Music_(Chris_Brown_song),Turn Up the Music,/wiki/Chris_Brown,2012,84
1284,85,Kesha,Die Young,/wiki/Die_Young_(Kesha_song),Die Young,/wiki/Kesha,2012,85
1285,86,T-Pain,5 O'Clock,/wiki/5_O%27Clock_(T-Pain_song),5 O'Clock,/wiki/T-Pain,2012,86
1285,86,Wiz Khalifa,5 O'Clock,/wiki/5_O%27Clock_(T-Pain_song),5 O'Clock,/wiki/Wiz_Khalifa,2012,86
1285,86,Lily Allen,5 O'Clock,/wiki/5_O%27Clock_(T-Pain_song),5 O'Clock,/wiki/Lily_Allen,2012,86
1286,87,Christina Perri,A Thousand Years,/wiki/A_Thousand_Years_(Christina_Perri_song),A Thousand Years,/wiki/Christina_Perri,2012,87
1287,88,Jason Aldean,Take a Little Ride,/wiki/Take_a_Little_Ride,Take a Little Ride,/wiki/Jason_Aldean,2012,88
1288,89,Rihanna,You da One,/wiki/You_da_One,You da One,/wiki/Rihanna,2012,89
1289,90,Havana Brown,We Run the Night,/wiki/We_Run_the_Night,We Run the Night,/wiki/Havana_Brown_(musician),2012,90
1289,90,Pitbull,We Run the Night,/wiki/We_Run_the_Night,We Run the Night,/wiki/Pitbull_(rapper),2012,90
1290,91,Imagine Dragons,It's Time,/wiki/It%27s_Time_(Imagine_Dragons_song),It's Time,/wiki/Imagine_Dragons,2012,91
1291,92,Cash Out,Cashin' Out,/wiki/Cashin%27_Out,Cashin' Out,/wiki/Cash_Out,2012,92
